user_id,session_id,timestamp,gender,age_group,body_type,skin_tone,height,style_preference,budget_level,preferred_brand,clothing_type,fabric,primary_color,pattern,occasion,mood,season,weather,price_usd,satisfaction_score,trend_score,comfort_score,sustainability_score,quality_score,fit_score,views,likes,shares,saves,tryon_count,purchased,embedding_1,embedding_2,embedding_3,month,total_score,recommendation_priority,outfit_description
INZ_000748,823c1b3b3a51,2023-12-01,Female,25-34,Hourglass,Fair,"5'0""-5'2""",Classic,Premium,Prada,Blouse,Velvet,Pink,Solid,Vacation,Relaxed,Summer,Sunny,465.62,0.612,0.671,0.61,0.193,0.572,0.503,94,21,2,4,12,0,-0.3519,0.873,-0.6265,12,0.616,High,Classic Blouse in Pink - Perfect for Vacation
INZ_000749,be663ac56890,2023-04-03,Male,55+,Rectangle,Olive,"5'0""-5'2""",Bohemian,Premium,Versace,Jeans,Wool,Purple,Geometric,Casual,Artistic,Summer,Snowy,366.98,0.851,0.417,0.343,0.828,0.991,0.903,125,15,4,10,9,0,0.1972,-0.2204,1.4466,4,0.676,High,Bohemian Jeans in Purple - Perfect for Casual
INZ_000750,473ddb18235a,2023-08-06,Gender-fluid,35-44,Inverted Triangle,Medium,"6'0""-6'2""",Classic,Mid-range,Balmain,Blouse,Wool,Navy,Geometric,Gala,Bold,Winter,Sunny,91.89,0.569,0.07,0.907,0.887,0.892,0.675,108,14,2,10,11,0,-0.2237,-1.0781,-0.9328,8,0.593,Medium,Classic Blouse in Navy - Perfect for Gala
INZ_000751,7a21a82b6649,2023-03-19,Female,55+,Pear,Light,"5'3""-5'5""",Bohemian,Budget,Adidas,Dress,Velvet,Orange,Polka Dot,Wedding,Relaxed,Fall,Cloudy,366.83,0.474,0.222,0.78,0.674,0.803,0.73,114,23,7,8,6,0,-1.7741,1.0636,1.0659,3,0.554,Medium,Bohemian Dress in Orange - Perfect for Wedding
INZ_000752,90ef254f48cd,2023-05-26,Male,35-44,Apple,Dark,"6'0""-6'2""",Romantic,Budget,Nike,Coat,Cotton,Gray,Striped,Date Night,Relaxed,Spring,Rainy,29.14,0.534,0.016,0.556,0.265,0.944,0.933,111,24,7,12,8,1,1.5472,-1.3578,0.0363,5,0.511,Medium,Romantic Coat in Gray - Perfect for Date Night
INZ_000753,2d16e38ffb0f,2023-06-09,Male,25-34,Hourglass,Tan,"6'0""-6'2""",Streetwear,Mid-range,Nike,Dress,Leather,Orange,Solid,Brunch,Energetic,Summer,Snowy,338.52,0.784,0.716,0.574,0.188,0.549,0.62,104,24,3,11,9,0,-1.0014,-0.1106,0.1142,6,0.666,High,Streetwear Dress in Orange - Perfect for Brunch
INZ_000754,7d338e2aa7d4,2023-07-18,Male,18-24,Pear,Olive,"5'6""-5'8""",Classic,Premium,Balmain,Jacket,Denim,Beige,Polka Dot,Wedding,Sophisticated,Summer,Cloudy,441.67,0.963,0.889,0.941,0.185,0.571,0.984,96,14,3,9,6,0,1.9331,0.3358,-0.5094,7,0.842,Top Priority,Classic Jacket in Beige - Perfect for Wedding
INZ_000755,46c6951c209a,2023-12-12,Male,55+,Hourglass,Light,"5'9""-5'11""",Romantic,Luxury,Adidas,Shorts,Polyester,Navy,Plaid,Gym,Happy,Fall,Sunny,195.15,0.793,0.882,0.95,0.905,0.88,0.919,110,14,7,8,8,0,1.2957,0.233,-0.9931,12,0.868,Top Priority,Romantic Shorts in Navy - Perfect for Gym
INZ_000756,f53786d40860,2023-09-04,Male,35-44,Pear,Dark,"6'0""-6'2""",Romantic,Budget,Prada,T-shirt,Leather,Purple,Plaid,Wedding,Bold,Summer,Windy,364.45,0.994,0.242,0.783,0.517,0.54,0.577,95,23,6,10,5,0,0.3592,0.8402,-1.0424,9,0.65,High,Romantic T-shirt in Purple - Perfect for Wedding
INZ_000757,16025a13f400,2023-01-18,Non-binary,45-54,Apple,Dark,"5'6""-5'8""",Streetwear,Budget,Balmain,Coat,Velvet,Brown,Plaid,Date Night,Happy,Winter,Windy,323.42,0.725,0.207,0.639,0.534,0.772,0.959,104,19,6,4,6,1,-0.1202,-1.2356,0.9387,1,0.59,Medium,Streetwear Coat in Brown - Perfect for Date Night
INZ_000758,3a34225622c5,2023-05-14,Female,25-34,Hourglass,Medium,"5'3""-5'5""",Minimalist,Premium,Nike,Coat,Polyester,Red,Geometric,Gala,Sophisticated,Fall,Windy,64.35,0.963,0.463,0.704,0.475,0.831,0.559,103,14,2,6,7,1,-0.2153,2.805,0.0326,5,0.753,High,Minimalist Coat in Red - Perfect for Gala
INZ_000759,23053205a4fd,2023-08-04,Non-binary,18-24,Apple,Fair,"5'6""-5'8""",Streetwear,Mid-range,Balmain,Coat,Wool,Yellow,Floral,Wedding,Romantic,Summer,Snowy,168.77,0.399,0.205,0.577,0.685,0.622,0.817,94,18,2,7,3,0,-0.6099,-1.2275,0.4873,8,0.442,Medium,Streetwear Coat in Yellow - Perfect for Wedding
INZ_000760,a2bb35e5c930,2023-04-02,Gender-fluid,25-34,Hourglass,Medium,"6'0""-6'2""",Classic,Luxury,Balmain,Jacket,Denim,Green,Plaid,Date Night,Relaxed,Fall,Rainy,347.22,0.467,0.127,0.399,0.543,0.828,0.999,105,14,3,17,5,0,0.007,0.1716,0.4744,4,0.459,Medium,Classic Jacket in Green - Perfect for Date Night
INZ_000761,1d8c42a8e720,2023-03-25,Male,45-54,Pear,Dark,"5'3""-5'5""",Minimalist,Mid-range,H&M,Coat,Cotton,Red,Animal Print,Vacation,Sophisticated,Spring,Cloudy,33.85,0.762,0.173,0.657,0.64,0.437,0.584,103,16,6,6,6,0,0.886,1.983,-0.8103,3,0.512,Medium,Minimalist Coat in Red - Perfect for Vacation
INZ_000762,15f71d07a77d,2023-07-23,Female,18-24,Inverted Triangle,Medium,"5'6""-5'8""",Bohemian,Mid-range,Prada,Pants,Denim,White,Geometric,Business,Playful,Spring,Snowy,283.47,0.642,0.422,0.9,0.928,0.644,0.833,96,19,8,6,10,0,-1.1102,-1.0034,1.636,7,0.639,High,Bohemian Pants in White - Perfect for Business
INZ_000763,2a56d881c2c1,2023-12-16,Male,45-54,Inverted Triangle,Olive,"6'0""-6'2""",Edgy,Mid-range,Mango,Blouse,Velvet,White,Animal Print,Party,Romantic,Fall,Windy,281.81,0.554,0.455,0.466,0.753,0.848,0.719,86,12,2,15,4,0,0.2199,0.0941,-1.7708,12,0.585,Medium,Edgy Blouse in White - Perfect for Party
INZ_000764,c2571b136597,2023-09-22,Female,25-34,Rectangle,Light,"5'3""-5'5""",Classic,Mid-range,Prada,Sweater,Leather,Brown,Animal Print,Gym,Happy,Spring,Rainy,395.08,0.548,0.663,0.63,0.242,0.719,0.816,104,15,2,9,9,0,0.3541,0.2176,-0.9165,9,0.636,High,Classic Sweater in Brown - Perfect for Gym
INZ_000765,2a982b817a0a,2023-02-24,Non-binary,35-44,Rectangle,Dark,"5'3""-5'5""",Athleisure,Budget,Balmain,Shorts,Cotton,Brown,Plaid,Party,Energetic,Spring,Rainy,488.96,0.511,0.965,0.511,0.29,0.824,0.862,105,18,5,10,8,0,0.3986,1.8587,0.3748,2,0.703,High,Athleisure Shorts in Brown - Perfect for Party
INZ_000766,69b0d47b4378,2023-08-27,Female,25-34,Athletic,Olive,"5'9""-5'11""",Edgy,Premium,Versace,Skirt,Leather,Brown,Striped,Gym,Romantic,Summer,Snowy,43.69,0.868,0.911,0.596,0.803,0.733,0.585,89,20,5,10,12,0,0.1871,0.3498,0.782,8,0.791,High,Edgy Skirt in Brown - Perfect for Gym
INZ_000767,02362de6c00d,2023-02-12,Gender-fluid,25-34,Apple,Light,"6'0""-6'2""",Edgy,Luxury,Zara,Jeans,Leather,Blue,Geometric,Formal,Energetic,Spring,Rainy,64.24,0.548,0.357,0.3,0.514,0.609,0.933,108,21,4,5,9,0,-0.8191,-0.6575,0.6268,2,0.466,Medium,Edgy Jeans in Blue - Perfect for Formal
INZ_000768,0f22fd33e849,2023-06-27,Gender-fluid,25-34,Hourglass,Olive,"5'9""-5'11""",Minimalist,Budget,Balmain,Pants,Denim,Orange,Polka Dot,Brunch,Bold,Fall,Windy,167.68,0.354,0.177,0.912,0.132,0.567,0.875,110,12,6,12,13,1,-0.7304,-0.6465,-1.1214,6,0.475,Medium,Minimalist Pants in Orange - Perfect for Brunch
INZ_000769,beacc21ec025,2023-12-18,Female,55+,Rectangle,Tan,"5'3""-5'5""",Bohemian,Luxury,Adidas,Jacket,Leather,White,Solid,Wedding,Artistic,Fall,Snowy,295.79,0.406,0.963,0.917,0.064,0.683,0.762,96,11,4,3,7,0,0.5832,0.3659,0.2899,12,0.717,High,Bohemian Jacket in White - Perfect for Wedding
INZ_000770,e9039f3d0451,2023-02-21,Female,45-54,Pear,Fair,"5'3""-5'5""",Streetwear,Luxury,Mango,Jeans,Polyester,Green,Geometric,Party,Romantic,Spring,Cloudy,29.19,0.646,0.659,0.75,0.166,0.567,0.564,111,15,7,19,4,0,-0.1318,-2.2125,-0.7394,2,0.65,High,Streetwear Jeans in Green - Perfect for Party
INZ_000771,2eb76f818e34,2023-12-02,Female,45-54,Inverted Triangle,Fair,"5'6""-5'8""",Minimalist,Budget,Zara,Shorts,Cotton,Navy,Animal Print,Brunch,Artistic,Fall,Snowy,159.77,0.389,0.592,0.642,0.444,0.681,0.594,105,21,8,14,13,0,0.2906,-0.9206,-0.6018,12,0.563,Medium,Minimalist Shorts in Navy - Perfect for Brunch
INZ_000772,9c3d2c48ecc4,2023-07-27,Female,45-54,Hourglass,Fair,"5'9""-5'11""",Bohemian,Budget,Versace,Sweater,Wool,Purple,Striped,Formal,Confident,Summer,Sunny,77.59,0.883,0.527,0.902,0.043,0.623,0.795,111,24,8,12,9,0,-0.5245,-0.1366,-0.5196,7,0.733,High,Bohemian Sweater in Purple - Perfect for Formal
INZ_000773,f39cea345131,2023-01-07,Gender-fluid,55+,Athletic,Tan,"5'0""-5'2""",Athleisure,Luxury,Nike,Top,Silk,Brown,Solid,Date Night,Relaxed,Summer,Sunny,321.09,0.94,0.341,0.884,0.093,0.497,0.829,81,21,8,11,7,1,0.945,0.5196,0.1479,1,0.668,High,Athleisure Top in Brown - Perfect for Date Night
INZ_000774,5e50c080e98c,2023-03-24,Male,35-44,Inverted Triangle,Dark,"6'0""-6'2""",Athleisure,Luxury,Balmain,Jeans,Polyester,Gray,Plaid,Gala,Happy,Fall,Windy,362.33,0.346,0.594,0.435,0.733,0.824,0.653,104,31,5,12,5,1,-1.2021,1.8387,0.0021,3,0.545,Medium,Athleisure Jeans in Gray - Perfect for Gala
INZ_000775,22634918dc46,2023-06-13,Female,25-34,Hourglass,Dark,"5'9""-5'11""",Streetwear,Premium,Versace,Sweater,Wool,White,Geometric,Gym,Relaxed,Winter,Cloudy,30.55,0.91,0.428,0.891,0.927,0.521,0.942,107,17,6,11,11,0,1.1564,-0.6381,-0.5656,6,0.688,High,Streetwear Sweater in White - Perfect for Gym
INZ_000776,9e58a09e5ee6,2023-03-07,Female,35-44,Rectangle,Tan,"5'3""-5'5""",Streetwear,Budget,Balmain,Pants,Cotton,Pink,Striped,Date Night,Sophisticated,Spring,Sunny,468.98,0.78,0.52,0.835,0.053,0.992,0.565,91,32,6,9,10,0,0.6613,-0.6371,0.4845,3,0.779,High,Streetwear Pants in Pink - Perfect for Date Night
INZ_000777,0733c5ebcffa,2023-10-22,Gender-fluid,55+,Rectangle,Fair,"5'6""-5'8""",Bohemian,Budget,Mango,Pants,Velvet,Beige,Solid,Date Night,Romantic,Summer,Windy,373.65,0.528,0.519,0.304,0.202,0.958,0.86,90,24,4,8,11,1,0.1993,-1.7879,0.8299,10,0.588,Medium,Bohemian Pants in Beige - Perfect for Date Night
INZ_000778,6a23645766a2,2023-09-17,Gender-fluid,45-54,Apple,Fair,"6'0""-6'2""",Streetwear,Luxury,Zara,T-shirt,Silk,Yellow,Animal Print,Party,Playful,Summer,Cloudy,178.25,0.477,0.02,0.96,0.117,0.983,0.877,107,22,7,19,8,0,0.308,0.7186,0.341,9,0.586,Medium,Streetwear T-shirt in Yellow - Perfect for Party
INZ_000779,84498252416d,2023-07-16,Non-binary,25-34,Athletic,Light,"6'0""-6'2""",Classic,Luxury,Adidas,T-shirt,Silk,Black,Floral,Date Night,Happy,Spring,Sunny,366.69,0.584,0.338,0.414,0.573,0.749,0.733,85,23,7,6,5,0,2.0104,0.3669,-1.6531,7,0.53,Medium,Classic T-shirt in Black - Perfect for Date Night
INZ_000780,2250e1688570,2023-12-18,Female,18-24,Hourglass,Light,"5'6""-5'8""",Classic,Mid-range,Zara,Dress,Cotton,Navy,Geometric,Date Night,Romantic,Winter,Cloudy,238.73,0.72,0.158,0.662,0.797,0.469,0.777,95,18,3,8,14,0,-0.2799,2.2027,0.3287,12,0.505,Medium,Classic Dress in Navy - Perfect for Date Night
INZ_000781,282c5a66e5c6,2023-08-21,Non-binary,18-24,Athletic,Medium,"5'3""-5'5""",Minimalist,Luxury,Prada,Sweater,Polyester,Pink,Animal Print,Gala,Confident,Winter,Rainy,345.53,0.468,0.878,0.923,0.437,0.983,0.941,117,24,7,7,11,0,0.0181,0.6968,0.9731,8,0.79,High,Minimalist Sweater in Pink - Perfect for Gala
INZ_000782,61aef22e4d6e,2023-01-06,Gender-fluid,35-44,Pear,Olive,"5'0""-5'2""",Streetwear,Luxury,Prada,Jeans,Denim,Brown,Geometric,Vacation,Sophisticated,Winter,Snowy,222.53,0.916,0.571,0.957,0.033,0.512,0.691,79,24,5,6,8,0,-1.1558,0.7938,-0.235,1,0.737,High,Streetwear Jeans in Brown - Perfect for Vacation
INZ_000783,fd7f053238d6,2023-09-06,Gender-fluid,45-54,Athletic,Light,"5'6""-5'8""",Streetwear,Premium,Versace,Sweater,Denim,Orange,Animal Print,Casual,Confident,Spring,Snowy,232.12,0.319,0.423,0.461,0.376,0.797,0.899,106,21,3,6,8,0,-2.2771,-0.2942,-0.1105,9,0.493,Medium,Streetwear Sweater in Orange - Perfect for Casual
INZ_000784,385e5303efdd,2023-12-01,Male,18-24,Rectangle,Light,"5'0""-5'2""",Bohemian,Luxury,Adidas,Sweater,Linen,Black,Plaid,Business,Playful,Winter,Windy,110.65,0.349,0.658,0.831,0.167,0.403,0.792,100,16,4,8,9,0,0.6967,-0.643,-0.0224,12,0.536,Medium,Bohemian Sweater in Black - Perfect for Business
INZ_000785,2503a44053aa,2023-12-10,Female,35-44,Apple,Light,"5'9""-5'11""",Classic,Mid-range,Balmain,Jacket,Leather,White,Floral,Date Night,Energetic,Summer,Cloudy,436.22,0.634,0.2,0.55,0.276,0.886,0.875,78,22,6,10,6,0,-0.5698,0.5924,-1.6739,12,0.572,Medium,Classic Jacket in White - Perfect for Date Night
INZ_000786,998207190a18,2023-07-25,Non-binary,55+,Rectangle,Light,"6'0""-6'2""",Edgy,Mid-range,Mango,Jacket,Velvet,Pink,Plaid,Date Night,Playful,Spring,Cloudy,458.27,0.54,0.288,0.612,0.112,0.716,0.589,92,21,5,9,9,0,-0.2606,-1.2319,-1.2942,7,0.535,Medium,Edgy Jacket in Pink - Perfect for Date Night
INZ_000787,4e4a33e51756,2023-08-05,Gender-fluid,35-44,Inverted Triangle,Tan,"5'3""-5'5""",Minimalist,Budget,Balmain,Pants,Leather,Black,Floral,Gym,Confident,Fall,Rainy,211.56,0.518,0.267,0.789,0.363,0.562,0.856,102,26,3,9,8,0,0.3374,0.5772,1.392,8,0.52,Medium,Minimalist Pants in Black - Perfect for Gym
INZ_000788,727a4882027f,2023-01-28,Gender-fluid,35-44,Rectangle,Medium,"5'0""-5'2""",Romantic,Mid-range,Balmain,Dress,Leather,Navy,Polka Dot,Casual,Playful,Summer,Cloudy,205.81,0.62,0.603,0.875,0.554,0.471,0.683,103,21,6,9,10,0,0.6894,-2.2714,-0.5723,1,0.63,High,Romantic Dress in Navy - Perfect for Casual
INZ_000789,bb3efb471096,2023-06-05,Non-binary,35-44,Hourglass,Light,"5'3""-5'5""",Classic,Budget,Mango,Sweater,Velvet,White,Polka Dot,Date Night,Bold,Spring,Cloudy,95.92,0.701,0.508,0.689,0.784,0.86,0.682,86,21,3,7,8,1,1.368,-0.5531,1.2967,6,0.69,High,Classic Sweater in White - Perfect for Date Night
INZ_000790,a4691eb27c68,2023-08-06,Male,25-34,Apple,Dark,"5'9""-5'11""",Bohemian,Luxury,H&M,Jeans,Wool,Red,Solid,Vacation,Relaxed,Spring,Cloudy,175.63,0.404,0.522,0.785,0.381,0.419,0.742,99,28,5,4,10,0,-0.1248,1.4336,0.4803,8,0.513,Medium,Bohemian Jeans in Red - Perfect for Vacation
INZ_000791,2d871c0e4f02,2023-05-13,Gender-fluid,35-44,Hourglass,Olive,"5'0""-5'2""",Minimalist,Mid-range,Adidas,Blouse,Cotton,White,Solid,Formal,Bold,Summer,Rainy,404.99,0.894,0.967,0.401,0.002,0.794,0.745,99,20,8,10,7,0,0.5407,-0.2136,-0.0226,5,0.789,High,Minimalist Blouse in White - Perfect for Formal
INZ_000792,e1c4cbc2c407,2023-11-21,Female,35-44,Pear,Light,"5'3""-5'5""",Edgy,Premium,Versace,Skirt,Polyester,Navy,Animal Print,Wedding,Sophisticated,Spring,Rainy,219.88,0.541,0.169,0.645,0.671,0.957,0.768,93,18,7,9,10,0,1.274,-1.2015,-0.1877,11,0.573,Medium,Edgy Skirt in Navy - Perfect for Wedding
INZ_000793,48a480f1939a,2023-03-01,Gender-fluid,25-34,Pear,Tan,"5'3""-5'5""",Athleisure,Premium,Versace,Coat,Velvet,White,Geometric,Casual,Artistic,Spring,Rainy,397.32,0.645,0.22,0.875,0.693,0.667,0.567,104,21,4,4,6,0,-0.0997,-0.2662,-0.2525,3,0.59,Medium,Athleisure Coat in White - Perfect for Casual
INZ_000794,11c2aa45066f,2023-11-06,Female,25-34,Rectangle,Dark,"5'9""-5'11""",Romantic,Mid-range,Prada,Coat,Denim,White,Geometric,Formal,Energetic,Spring,Cloudy,430.09,0.697,0.577,0.897,0.13,0.533,0.527,116,16,7,10,15,0,-1.3521,1.6154,0.1758,11,0.666,High,Romantic Coat in White - Perfect for Formal
INZ_000795,138f851c06ad,2023-08-19,Non-binary,55+,Apple,Fair,"5'6""-5'8""",Minimalist,Budget,Balmain,Shorts,Cotton,Pink,Animal Print,Gym,Happy,Summer,Cloudy,184.63,0.754,0.51,0.796,0.486,0.438,0.604,90,17,2,12,7,0,0.379,-2.1256,0.8962,8,0.622,High,Minimalist Shorts in Pink - Perfect for Gym
INZ_000796,02b30cf20196,2023-09-15,Female,45-54,Athletic,Fair,"5'9""-5'11""",Classic,Budget,Uniqlo,Blouse,Denim,Brown,Solid,Interview,Confident,Fall,Snowy,494.45,0.379,0.453,0.41,0.051,0.557,0.775,97,18,4,15,5,0,0.4118,1.777,-1.8075,9,0.448,Medium,Classic Blouse in Brown - Perfect for Interview
INZ_000797,0c22779af644,2023-07-10,Non-binary,18-24,Apple,Medium,"5'0""-5'2""",Edgy,Budget,Versace,Coat,Silk,Blue,Floral,Business,Confident,Spring,Cloudy,305.45,0.891,0.445,0.688,0.621,0.717,0.85,100,17,6,12,8,0,0.6645,1.9291,-0.7748,7,0.695,High,Edgy Coat in Blue - Perfect for Business
INZ_000798,c0587698ad72,2023-08-31,Female,18-24,Apple,Fair,"5'0""-5'2""",Romantic,Mid-range,H&M,Blouse,Wool,Blue,Polka Dot,Date Night,Sophisticated,Summer,Windy,181.31,0.345,0.622,0.334,0.898,0.935,0.808,112,16,6,19,7,0,0.6444,-1.2659,-0.5208,8,0.56,Medium,Romantic Blouse in Blue - Perfect for Date Night
INZ_000799,4aaf07013dfe,2023-12-31,Non-binary,35-44,Apple,Light,"6'0""-6'2""",Bohemian,Luxury,Versace,Jacket,Polyester,Purple,Plaid,Gym,Romantic,Summer,Rainy,75.3,0.453,0.789,0.934,0.411,0.819,0.912,107,17,8,12,5,0,0.8221,0.6623,-0.0283,12,0.725,High,Bohemian Jacket in Purple - Perfect for Gym
INZ_000800,54874fff029a,2023-06-21,Female,55+,Rectangle,Tan,"5'3""-5'5""",Minimalist,Luxury,Gucci,Pants,Silk,Green,Solid,Business,Romantic,Winter,Cloudy,173.48,0.369,0.38,0.428,0.471,0.826,0.51,96,14,8,8,4,0,-0.6961,-0.2542,0.8576,6,0.498,Medium,Minimalist Pants in Green - Perfect for Business
INZ_000801,834d6e971982,2023-10-01,Male,35-44,Hourglass,Medium,"5'0""-5'2""",Classic,Luxury,Prada,Pants,Leather,Black,Solid,Vacation,Energetic,Fall,Rainy,91.32,0.834,0.504,0.535,0.955,0.678,0.802,107,27,5,10,7,0,1.1195,0.6757,-0.5171,10,0.653,High,Classic Pants in Black - Perfect for Vacation
INZ_000802,5df6ae8f8a68,2023-07-06,Female,18-24,Rectangle,Dark,"5'6""-5'8""",Bohemian,Budget,Gucci,Jacket,Velvet,White,Striped,Business,Relaxed,Winter,Rainy,387.91,0.799,0.733,0.79,0.731,0.936,0.827,91,10,5,11,14,0,-1.0843,1.8637,-0.7799,7,0.815,Top Priority,Bohemian Jacket in White - Perfect for Business
INZ_000803,5d33ce550b4e,2023-02-27,Female,25-34,Athletic,Light,"5'6""-5'8""",Edgy,Mid-range,Versace,Top,Denim,Brown,Geometric,Gala,Confident,Spring,Windy,145.67,0.509,0.427,0.842,0.902,0.919,0.881,113,22,6,7,12,1,0.0671,-0.4489,-0.2129,2,0.658,High,Edgy Top in Brown - Perfect for Gala
INZ_000804,5a09ffe6fe76,2023-04-02,Male,45-54,Hourglass,Fair,"5'9""-5'11""",Minimalist,Premium,Prada,Dress,Leather,Beige,Floral,Party,Relaxed,Winter,Rainy,185.59,0.847,0.231,0.616,0.139,0.55,0.929,80,10,4,8,5,0,1.1335,0.0602,0.6767,4,0.573,Medium,Minimalist Dress in Beige - Perfect for Party
INZ_000805,8fe9e3fbfa17,2023-08-06,Gender-fluid,55+,Athletic,Olive,"5'0""-5'2""",Streetwear,Luxury,Zara,Blouse,Leather,Red,Plaid,Gala,Romantic,Summer,Rainy,173.0,0.936,0.169,0.614,0.47,0.707,0.696,102,25,5,6,3,0,-0.1827,0.9009,-0.3041,8,0.623,High,Streetwear Blouse in Red - Perfect for Gala
INZ_000806,ea6cc79d0bdb,2023-09-30,Gender-fluid,25-34,Inverted Triangle,Light,"5'0""-5'2""",Classic,Luxury,Uniqlo,Blouse,Cotton,Blue,Striped,Gala,Playful,Spring,Rainy,309.26,0.429,0.069,0.589,0.314,0.514,0.748,94,33,7,9,3,0,0.2953,-0.023,0.7412,9,0.392,Medium,Classic Blouse in Blue - Perfect for Gala
INZ_000807,6904a4597f90,2023-07-16,Female,45-54,Inverted Triangle,Olive,"6'0""-6'2""",Classic,Budget,Uniqlo,Coat,Silk,Orange,Striped,Date Night,Romantic,Winter,Snowy,189.93,0.557,0.701,0.667,0.621,0.679,0.511,103,27,9,14,5,0,0.6993,-0.8031,-0.1453,7,0.646,High,Classic Coat in Orange - Perfect for Date Night
INZ_000808,5c38a32729b0,2023-12-12,Male,55+,Hourglass,Dark,"6'0""-6'2""",Streetwear,Luxury,Zara,T-shirt,Polyester,Brown,Animal Print,Casual,Energetic,Winter,Snowy,89.04,0.67,0.274,0.985,0.821,0.947,0.598,100,22,5,12,6,0,1.6659,-1.6714,-1.7014,12,0.703,High,Streetwear T-shirt in Brown - Perfect for Casual
INZ_000809,0c3cbba0482b,2023-02-10,Female,55+,Rectangle,Olive,"6'0""-6'2""",Bohemian,Mid-range,Versace,Top,Silk,Brown,Solid,Gym,Relaxed,Spring,Cloudy,320.4,0.513,0.535,0.839,0.139,0.806,0.56,100,26,5,10,7,1,-2.6645,0.6024,2.252,2,0.657,High,Bohemian Top in Brown - Perfect for Gym
INZ_000810,25cc1d86a14f,2023-03-18,Non-binary,18-24,Athletic,Dark,"5'0""-5'2""",Classic,Luxury,H&M,Top,Linen,Green,Geometric,Date Night,Romantic,Summer,Snowy,263.64,0.765,0.643,0.403,0.732,0.462,0.6,107,22,2,7,6,0,0.466,0.3998,-0.2811,3,0.586,Medium,Classic Top in Green - Perfect for Date Night
INZ_000811,8c9fa5dc7fcc,2023-01-04,Non-binary,25-34,Athletic,Medium,"5'9""-5'11""",Bohemian,Budget,Balmain,Coat,Polyester,Gray,Solid,Wedding,Bold,Winter,Cloudy,384.03,0.884,0.719,0.475,0.565,0.823,0.996,111,17,4,7,9,0,1.1542,0.8952,-1.8964,1,0.746,High,Bohemian Coat in Gray - Perfect for Wedding
INZ_000812,ac40975836a3,2023-06-22,Female,55+,Pear,Tan,"5'9""-5'11""",Edgy,Mid-range,Zara,Pants,Wool,Navy,Striped,Business,Artistic,Fall,Snowy,142.72,0.811,0.041,0.97,0.101,0.927,0.948,95,14,5,11,7,0,-0.5291,1.3055,-2.0498,6,0.679,High,Edgy Pants in Navy - Perfect for Business
INZ_000813,f7c9d8f0ace1,2023-12-29,Gender-fluid,55+,Athletic,Fair,"5'9""-5'11""",Streetwear,Budget,Adidas,Skirt,Wool,Gray,Striped,Date Night,Sophisticated,Summer,Windy,433.57,0.961,0.273,0.633,0.776,0.801,0.698,80,16,3,9,6,0,0.9005,0.1594,-0.8678,12,0.683,High,Streetwear Skirt in Gray - Perfect for Date Night
INZ_000814,03f87a465633,2023-10-30,Gender-fluid,45-54,Rectangle,Fair,"5'9""-5'11""",Bohemian,Premium,Mango,Sweater,Polyester,Yellow,Polka Dot,Interview,Happy,Spring,Rainy,203.22,0.571,0.282,0.814,0.553,0.421,0.892,104,28,1,13,8,0,-0.6118,-0.1579,0.7686,10,0.51,Medium,Bohemian Sweater in Yellow - Perfect for Interview
INZ_000815,21c04a3eb78f,2023-05-13,Female,18-24,Pear,Light,"5'6""-5'8""",Edgy,Luxury,Mango,Top,Silk,Gray,Plaid,Vacation,Relaxed,Winter,Windy,319.13,0.428,0.464,0.384,0.313,0.414,0.724,103,23,5,9,4,0,0.1853,-0.344,-0.0227,5,0.425,Medium,Edgy Top in Gray - Perfect for Vacation
INZ_000816,ec2c302a372c,2023-04-12,Female,35-44,Rectangle,Fair,"5'0""-5'2""",Athleisure,Mid-range,Versace,Blouse,Linen,Gray,Solid,Gala,Playful,Fall,Cloudy,495.77,0.909,0.478,0.789,0.128,0.405,0.842,105,14,6,10,7,0,-1.7306,0.3267,0.7309,4,0.651,High,Athleisure Blouse in Gray - Perfect for Gala
INZ_000817,d35edc23a611,2023-09-21,Non-binary,18-24,Apple,Medium,"5'3""-5'5""",Minimalist,Mid-range,Adidas,Dress,Polyester,Red,Solid,Date Night,Happy,Summer,Cloudy,351.09,0.992,0.228,0.356,0.24,0.874,0.673,96,17,4,8,5,0,-0.9992,1.7655,1.745,9,0.644,High,Minimalist Dress in Red - Perfect for Date Night
INZ_000818,5f8ad1ba29ab,2023-11-11,Gender-fluid,35-44,Athletic,Fair,"5'0""-5'2""",Classic,Luxury,Uniqlo,Shorts,Polyester,Navy,Polka Dot,Party,Sophisticated,Spring,Sunny,268.14,0.613,0.177,0.838,0.551,0.844,0.733,91,15,8,10,8,1,0.5731,-2.0731,0.1561,11,0.607,High,Classic Shorts in Navy - Perfect for Party
INZ_000819,1d90ca9900f9,2023-08-21,Female,25-34,Apple,Light,"5'9""-5'11""",Streetwear,Premium,Zara,T-shirt,Leather,White,Floral,Gala,Confident,Spring,Snowy,149.35,0.434,0.837,0.621,0.544,0.501,0.949,109,17,5,5,13,0,-0.2403,-0.1068,0.2789,8,0.589,Medium,Streetwear T-shirt in White - Perfect for Gala
